n;modelName;mean_x;sd_x;sd_epsilon;x0;trueCondMean;h;estimError;computationTime
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.741163347604072";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"0.00454274902155838";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"-0.00461896525161354";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"0.00663868092832365";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"-0.00396804026984232";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"-0.00984041747328834";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.012832224357983";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.0269004002192492";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.0977334297112433";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.742908566347616";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"-0.0245589229773508";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"0.00740595787750453";"0.0100000000093132"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"-0.0266079796551602";"0.0199999999895226"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"-0.0117160088987397";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"-0.0168016362210832";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.0243861045729288";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.024132374106721";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.122639804130888";"0.0199999999895226"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.74501615532543";"0.0100000000093132"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"-0.033652740202618";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"0.0525192514838975";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"0.000910946268485979";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"-0.0126011117387311";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"0.0083939005776712";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.0174979893546816";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.0379823657173188";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.123256489562259";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.761108666331514";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"0.0653519634554096";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"0.0540270243513021";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"-0.046410148406817";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"0.0409845560749278";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"-0.0109624673705359";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.0114668657214057";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.0165615823082785";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.132120815503194";"0.0199999999895226"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.780130688784544";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"-0.0280771835579648";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"-0.0128980820554008";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"-0.00565888649509927";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"-0.0260120672499438";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"0.00579403747610407";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.00688481871651447";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.0317268822775245";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.135878975131181";"0.0099999999802094"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.757096450935306";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"-0.0525622613258933";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"0.0945958563292553";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"0.00597767593208598";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"-0.00287141828980197";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"-0.0135324204475863";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.0175929323419135";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.0349384064978386";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.119701706714592";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.783194112990416";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"-0.0394149330114246";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"0.0139397315863286";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"-0.0228438275769085";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"0.0243337274091684";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"-0.00396104073305492";"0.0200000000186265"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"-0.00249478405448778";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.0299393706845661";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.124041040961698";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.770163242281605";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"-0.088335064270789";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"-0.0130967278712826";"0.0199999999895226"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"-0.0288595713181781";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"0.00653252251401426";"0.0199999999895226"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"-0.00867436143285538";"0.0100000000093132"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.00749923462122415";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.0349635018054697";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.110344201339703";"0.0199999999895226"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.770586687088876";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"-0.000523073572698207";"0.0199999999895226"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"-0.0202031644257619";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"0.0262863122851389";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"0.000237711133572516";"0.0200000000186265"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"-0.00572296733956223";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.00530103640580482";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.0494163875003197";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.122009393070029";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.761107090976625";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"0.0632861968816256";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"-0.0149313004358129";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"-0.0184514996110066";"0.0199999999895226"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"0.0174279759900653";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"0.00237401568005979";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.00238466329221132";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.0251994138023368";"0.0199999999895226"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.09983931862105";"0.0100000000093132"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.775056029593957";"0.0199999999895226"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"-0.0183717664640458";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"-0.0255622776670701";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"-0.0144498998490293";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"-0.0218873730543259";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"0.0223580816033795";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.0145028862802354";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.0318951792055513";"0.0099999999802094"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.11870710071182";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.739508637184942";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"-0.0170369749868751";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"-0.0166316128245508";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"-0.00295363404270765";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"-0.0254934944634735";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"0.0144578526299559";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.0182872039784694";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.0266451086143356";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.118626174046375";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.761143605056079";"0.0100000000093132"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"-0.00760746450615402";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"-0.0518513097933846";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"0.0329825724696862";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"-0.0122188622552711";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"0.0223492118946105";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"-0.0165846974641495";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.0363548489929579";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.117252306534368";"0.0099999999802094"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.774913273101527";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"-0.069562431509158";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"-0.00199295228806262";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"-0.00591853860122216";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"-0.0242396378034851";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"0.0091791575770761";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.00654073660121313";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.0334458587368682";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.101265220039746";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.768158947672976";"0.0100000000093132"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"0.0512027689598675";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"0.00910196074430303";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"0.0105916824577046";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"0.00859460630336795";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"-0.00817013378898712";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.0104688053729498";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.015001793624855";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.113525803735084";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.757860669742004";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"-0.0687919708374172";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"0.0453061197023261";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"0.03867602470142";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"0.00258739220985582";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"0.00211433195629396";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.000663514896475537";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.026087898750315";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.0998879709862426";"0.0100000000093132"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.753513884697181";"0.0199999999895226"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"0.00395070559022348";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"0.010692371876047";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"0.0404410405427937";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"-0.00852604284735758";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"0.0126832946885118";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.0109413902839079";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.014845422586931";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.122535219695953";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.793200156226336";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"-0.0149335416546795";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"0.0189088270444668";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"-0.00565789695296803";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"-0.0128511062248181";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"-0.01761271674209";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.00903685507771779";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.0178268125398846";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.10903332651392";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.758361114013199";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"0.0229364654613526";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"-0.0149779960316604";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"0.0125615415140856";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"-0.000523152538790539";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"0.0120994723290226";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.0122571906181248";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.0304294763205029";"0.0200000000186265"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.112760218878992";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.726973132469006";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"0.00388181856891556";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"0.0646737673853215";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"0.0147235376451123";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"0.014244303212263";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"0.00668944040795805";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.0109431008635623";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.0340047252375018";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.134835459174821";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.786945503208613";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"-0.0121394014319133";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"-0.0273643531449151";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"0.0118078257760592";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"-0.00965109501566874";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"-0.0143272358094926";"0.0199999999895226"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.00893341953764826";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.0245581503515695";"0.0099999999802094"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.120634036092987";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.722582408054432";"0.0099999999802094"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"-0.0547760146716753";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"7.95795118564424e-05";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"-0.0386711003554689";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"0.00834316683381986";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"0.0137056052431868";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"-0.00151372968430352";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.0302650072067625";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.128738116868061";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.787496626996337";"0.0100000000093132"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"-0.0235607300864662";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"0.0165445130222253";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"0.0360521991840976";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"-0.00742779033805396";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"-0.00125249260053262";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.000167419747641784";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.0268379073072653";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.137323013685549";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.777831639303568";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"-0.0020034289868841";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"-0.0653954197319432";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"-0.0120348943134235";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"0.00166138812343952";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"0.00387469904134452";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.00524191154352316";"0.0200000000186265"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.0296046794238625";"0.0199999999895226"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.134115025287167";"0.0100000000093132"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.757109902280849";"0.0199999999895226"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"-0.0400014628060761";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"-0.00549154414530373";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"0.0266645052274155";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"0.0053299483093745";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"-0.00795143684045696";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.00097939581988693";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.0230797663919866";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.138013304084121";"0.0200000000186265"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.764035587943988";"0.0099999999802094"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"0.0815631211622967";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"0.00729053926351786";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"0.0399160306567641";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"-0.0150296060161754";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"0.00145832169864968";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.0200213549997856";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.0376396109687878";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.131766521552181";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.736119563276724";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"0.0355442315342653";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"-0.0227868929551741";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"-0.0156216330514973";"0.0199999999895226"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"0.0100526118611455";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"0.0220794735908703";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.0161546331545646";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.0246142254398976";"0.0100000000093132"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.131874258215129";"0.0199999999895226"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.760380125102865";"0.0200000000186265"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.001";"0.0459945008592966";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.002";"-0.0244404602704419";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.005";"0.0258774177701298";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.01";"0.0145409623079935";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.02";"0.0178405929142129";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.05";"0.0152197449139762";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.1";"0.0254186538456742";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.2";"0.12933714075875";"0"
"50000";"Y = X^2 + epsilon";"5";"2";"0.1";"1";"1";"0.5";"0.769014604040807";"0"
